
CAH level 1,Level of qualification,Mode of study,Country of HE provider,Sex,Academic Year,Number
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Scotland,Total,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Scotland,Female,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Scotland,Male,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Scotland,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Scotland,Total,2020/21,5
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Female,2019/20,140
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Male,2019/20,120
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Total,2019/20,260
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Female,2020/21,120
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Male,2020/21,75
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,All,Wales,Total,2020/21,195
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Female,2019/20,140
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Male,2019/20,120
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Total,2019/20,260
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Female,2020/21,120
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Male,2020/21,75
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Full-time,Wales,Total,2020/21,190
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Female,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Male,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Total,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Female,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Male,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",First degree,Part-time,Wales,Total,2020/21,5
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Female,2019/20,30
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Male,2019/20,40
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Total,2019/20,70
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Female,2020/21,55
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Male,2020/21,60
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,All,Total,2020/21,110
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Female,2019/20,30
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Male,2019/20,35
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Total,2019/20,65
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Female,2020/21,30
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Male,2020/21,35
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,All,Total,2020/21,65
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Female,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Male,2019/20,5
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Total,2019/20,5
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Female,2020/21,25
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Male,2020/21,20
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,All,Total,2020/21,45
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Female,2019/20,30
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Male,2019/20,30
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Total,2019/20,60
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Female,2020/21,40
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Male,2020/21,45
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,England,Total,2020/21,85
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Female,2019/20,25
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Male,2019/20,25
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Total,2019/20,55
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Female,2020/21,25
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Male,2020/21,30
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Full-time,England,Total,2020/21,50
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Female,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Male,2019/20,5
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Total,2019/20,5
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Female,2020/21,20
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Male,2020/21,15
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,England,Total,2020/21,35
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Female,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Male,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Total,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Female,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Male,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Other,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,All,Northern Ireland,Total,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,Northern Ireland,Female,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,Northern Ireland,Male,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,Northern Ireland,Other,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,Northern Ireland,Total,2019/20,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,Northern Ireland,Female,2020/21,0
"26 Geography, earth and environmental studies (social sciences)",Other undergraduate,Part-time,Northern Ireland,Male,2020/21,0
